ID,Tweet,True Label,BERT 22,BERT 9,BERT,,Model vs Model,T test
2055,bidhayak_hitabrez_hialam_hika_hihaath_hihai_hihamare_hisar_hipar_hi,0,0,1,0,,,
893,for_enwontgiveitback_otto_hiwork_en_otdhoni_otneeds_ento_hisay_hi_ottrophy_entoh_highar_hipar_hihi_hibhul_hiaaye_hi_ot_ot,1,1,1,1,,,
809,dorkstar_hiaskthepankazzz_hietc_enetc_enetc_ensab_hipaid_enkarte_hihai_hibhaiya_hi_othume_hikya_hibol_hirahe_hiho_hi,0,1,1,1,,,
347,ghanan_highanan_hidekho_highir_hiaayi_hibadrapic_hi_ottwitter_en_otcom dvnuxymbn8_hi,1,1,0,0,,,
3125,aandhi_hiaayi_hiaandhi_hiaayi_hiaandhi_hiaayi_hiaandhi_hiaayi_hibhaag_hibhaag_hidk_hibose_endk_hibhaag_higurgaon_ot,1,1,1,1,,,
843,rajasthan_hiroyals_entake_enpart_enin_hiipl_hiauction_enlike_en_otbhai_hiabhi_hipehle_hiki_hiemi_hihi_hinahi_hibhari_hi_otnaya_hikya_hikhareedein_hi_ot,1,1,1,1,,,
765,kuch_hibhi_hiho_hi_otpakistan_ento_hichutiya_hihi_hirahega_hi_ot,1,1,1,1,,,
557,badon_hiki_hiizzat_hikaro_hitheek_hihai_hi_otkiske_hibade_hihai_hiyahan_hi_ot,1,1,0,1,,,
754,aur_hihaan_hijo_higaali_hisunke_hiunfollow_hikare_hiaaj_hi_otshahid_hiafridi_hike_hisaath_hisaath_hitumhari_hibhi_himaa_hika_hibhosda_hi,1,1,1,1,,,
1518,sabhi_hiparties_enmilke_hicommunal_enviolence_enbhadka_hirahi_hihain_hidesh_himein_hiaur_himedia_endosh_hiprime_enminister_enko_hide_hirahi_hihai_hi,0,0,0,0,,,
1115,ramiz_hiraja_hichutiya_hihai_hi_ot,0,0,0,0,,,
80,saare_hitharki_hilog_hioption_en1_otvote_enkar_hirahe_hihai_hi,0,0,0,0,,,
1320,kaash_hipandya_hike_hipaida_hihote_hihi_hidoctor_enne_hino_en_otball_enka_hiishaara_hikarke_hiuse_hiwaapis_hiandar_hidaal_hidiya_hihota_hi_ot,1,1,1,1,,,
2089,vodafone_hiusers_en3g_otnetwork_enmilne_hipe_hiaise_hikhush_hihote_hihai_hijaise_hibhagwan_himil_higaye_hiho_hi_ot,1,1,1,1,,,
898,bhar_hido_hijholi_himeri_hiyaa_hi_ottere_hise_himain_hina_hiloonga_hipanga_hi_ot_ot,0,1,1,0,,,
3382,shanti_hibhushan_hiaaj_hise_hicorrupt_enho_higaye_himitron_hi_ot,0,0,0,0,,,
1519,_otguru_enji_hine_hikhusara_hisamaj_hiko_hithird_engender_enka_hidarja_hidilvaya_hior_hiuhne_hisukhdua_hisamaj_hika_hinam_hidiya_hieverydayhumanitymsg_ot,0,0,0,0,,,
1923,_ot_ottum_hidilli_hipolice_enho_hikya_hi_otbakri_hiko_himaar_himaar_hike_hibol_hirahe_hi_otbol_hitu_hisher_hihai_hi_ot,0,1,1,1,,,
620,ye_hizyada_hiho_higaya_hi_otbc_enits_ena_enblog_ennot_enabhishek_otbachchanpic_hi_ottwitter_en_otcom bor7zfbi4a_hi,0,0,0,0,,,
3164,suhagrat_hihai_hichaddi_hinikal_hiraha_hihu_himain_hi_otsimat_hirahi_hihai_hitu_hisharma_hike_hiapne_hibaahon_himein_hi_ot,0,1,1,1,,,
895,logo_enko_hiunki_himehnan_hika_hisahi_hifal_himilna_hichahiye_hi_otna_hiki_hiunki_hicaste_enka_hi_otjinko_hilabh_himilta_hih_hiwo_hikhush_hior_hinahi_himilta_hiwo_hiaage_hinahi_hibadhte_hi,0,0,0,0,,,
2820,kasla_highaam_hisuttay_hi_otchyamaila_hizhop_hiyet_enach_hinahi_hi_otmarathi_enpeople_enin_himumbai_hi,0,0,0,1,,,
2896,_ot_otbhai_hiwapis_hiaa_hija_hi_otdil_hipe_himat_hile_hi_ot,0,0,0,0,,,
601,ftii_hika_hiek_hibhi_hibuddha_hiaaya_himarchforindia_otme_hiya_hisab_hiphoonk_hike_hiso_enrahe_hihai_hi_ot,0,1,1,1,,,
937,dooriyan_hibhi_hizaroori_hihai_hipyar_himein_hi_otkareeb_hitoh_hiapna_hihaath_hibhi_hihota_hihai_hi_otoldmonkinpoetout_ot,1,1,1,1,,,
2676,inka_hialsi_hinaam_hiravish_hikumar_ennahi_hirubbish_enkumar_enhai_hifarzipatrakarravishkumar_ot,1,1,1,1,,,
2859,2015shahenshah_otrishte_himein_hito_hihum_hitumhare_hibaap_hilagte_hihai_hi_otbut_enmummy_enkaun_hihai_hiye_hinahi_hipata_hi_ot,1,1,1,1,,,
1864,bageera_hi_otmowgli_enne_hieid_himanayi_hiaur_hiab_higudi_hipadwa_hibhi_himana_hiraha_hihai_hisherkhan_hi_otye_hihindu_hika_hikhoon_hiye_himusalmaan_hika_hikhoon_hibata_hikya_hifarak_hihai_hiisme_hi_ot,1,1,1,1,,,
3390,sanjay_hi_otmein_hirahul_otgandhi_otka_hikutta_hihu_hi_otjha_hicelebmiddlenames_ot,1,1,1,1,,,
3138,true_en_otup_enmai_hisabse_hijyada_hiilliteracy_enrate_enhai_hi_otor_hirahi_hibaat_higovernance_enki_hito_hiakele_himodi_otji_hibhi_hikuch_hinahi_hikar_hisakte_hibina_hipublic_enk_hisath_hik_hi_ot,0,1,0,0,,,
879,har_hihar_himahadev_hi_otghar_highar_himodidev_hi,1,0,0,0,,,
1143,bhai_hitu_hirohit_otshetty_hiki_hipicture_enme_hikaam_hikab_hitak_hikarega_hi_otasksrk_ot,1,1,1,1,,,
579,wada_hiraha_hisanam_hihonge_hijudaa_hina_hihum_hi_otchaahe_himaa_hichud_hi_otye_hizamaana_hitruelove_ot,1,0,1,1,,,
1258,baa_enji_hi_otmain_hito_hibolta_hihoon_hiindrani_hiki_hijagah_hisiddhrtha_hipar_himuder_hika_hicase_enchalaya_hijaye_hi_otkya_hibolti_hiho_hi_ot,0,1,1,1,,,
689,he_hi_otsardi_hi_otzukhaam_hi_otkhaansi_hi_otaur_hinaak_hibhi_hibandh_hi_otkuch_hilete_hikyu_hinahi_hi_otsunny_enleone_en_otle_enle_hikar_hithakk_higayi_hihu_hi_otokbye_ot,1,1,1,1,,,
2882,batao_hi_otbol_hiraha_hihai_hidoraemon_hiko_hinahi_hijaanta_hi_otpic_hi_ottwitter_en_otcom mpicbuhxtd_hi,1,1,1,1,,,
1294,bhai_himodiji_otki_hibaat_hichhodo_hikejri_otse_hibhagwaan_hibhi_hidarte_hihai_hirt_en_otso_enmodi_othas_enfinally_enconceded_enhe_hihas_enlost_ento_hiarvind_otso_enneeds_enbedi_hi,1,1,1,1,,,
3397,rishte_himein_hito_hihum_hitumhare_hibaap_hilagte_hihain_hi_otnaam_hi_ot_otnaam_hi_ot_otjalebi_hibai_hi_otjalebi_hibai_hi_ot,1,1,1,1,,,
1432,laskhman_hi_otbhaiya_hiye_hilk_hiadvani_hikaun_hihai_hi_otnaam_hisuna_hisuna_hisa_hilag_hiraha_hi_otram_ot_otarre_hiyaar_himere_hibaju_hiwale_hisection_enme_hitha_hischool_enhai_hi_otyaad_hiaaya_hi_ot,0,1,1,1,,,
1298,hey_hipakistan_en_othar_hidhulaai_hibaad_hicomfort_enlagana_hichahiye_hi_ot,0,0,1,1,,,
3188,indians_enhave_enaadhaar_hicards_en_otbangladesh_enhave_enjamadaar_hicards_enindvsban_ot,1,1,1,1,,,
1932,tension_enna_hilo_hibhai_hi_otis_hibaar_hibhi_hihaar_hihamari_hihi_hihogi_hiwc2015pic twitter com yescoarn1f_ot,1,0,1,0,,,
932,sabse_hipehle_hibuilding_enme_hiplane_enghusaane_hika_himauka_himujhe_himila_hitha_hi_otkumar_envishwas_hi,0,1,1,1,,,
2898,har_hipal_enyaha_hijee_hibhar_hipiyo_hi_otjo_hihai_hipaise_hikal_hiho_hina_hiho_hi_ot,1,0,0,0,,,
2575,jumme_hiki_hiraat_hihai_hichumme_hiki_hibaat_hihai_hialah_hibachaye_himujhe_hifootpath_ense_hinaachobc_ot,1,1,1,1,,,
2024,baby_enme_hiakshay_hikumar_enki_hibiwi_hiusey_hibina_hipoochhe_highar_hike_hibahar_hijaane_hideti_hihai_hi_oti_himean_enhow_en_ot,1,1,1,1,,,
287,choti_hidiwali_hi_otchoti_hisi_hibeer_enpic twitter com 4tzqjdibab_ot,0,0,0,0,,,
3143,aur_hidoston_hisun_hilo_hi_otboss_ense_hiye_himat_hikehna_hiswine_enflu_enhai_hi_otswine_enflu_enek_hidin_hime_hitheek_hinahi_hihota_hi,1,1,1,0,,,
914,_ot_ot_otviolence_ento_hini_hitha_hipar_hibadtameze_hijarur_hitha_hi,0,0,0,0,,,
1711,_ot_otkuch_hibhi_hi_otye_hito_hihadd_hihai_hi,0,0,0,0,,,
544,ye_hilust_ennahi_hiaasaan_hibas_hiitna_hisamajh_hilijiye_hi_otpaap_hika_hidarya_hihai_hiaur_hichud_hikar_hijaana_hihai_hi_otirshaad_ot,1,1,1,1,,,
2021,maine_hito_hibas_hikutto_hika_hikhoon_hipiya_hihai_hi_otlaloo_hine_hito_hiinsaano_hiko_hinahi_hichoda_hijunglerajepisode2pic twitter com q39wkeo3rr_ot,1,1,1,1,,,
811,ok_hiab_hisapne_hidekhne_hiband_hikaro_hi,0,0,0,0,,,
3033,aaj_hika_hidin_hihai_hi19_otaugust_en_otthis_enis_hithe_hibiggest_enproof_enthat_enmodi_otji_hisamay_hise_hiaage_hichalne_hiwale_hipm_enhain_hi_ot,1,1,1,1,,,
1656,gender_enta_hipalte_hidekho_hi_otbhalo_hilagbe_hi_otpragati_hi_otpragati_hi_otpragati_hi,0,0,0,0,,,
1324,bigg_hiboss_enshuroo_hihone_hise_hipehle_hiaap_hicontestants_enko_hinahi_hijaante_hiaur_hishuroo_hiho_hijane_hike_hibaad_hibhi_hiaap_hinahi_hijaante_hiki_hiye_hihain_hikaun_hi_ot,0,1,1,1,,,
3377,kejriwal_otproved_enyet_enagain_enjab_hitak_hibewakoof_hilog_hizinda_hihain_hichalak_hiinsan_hibhookha_hinahi_himarega_hi_ot,1,1,1,1,,,
474,_otraid_enin_hikejriwal_ot_ots_hioffice_en_otashutosh_hi_otkejriwal_otji_hidiwali_hiho_higayee_hi_otab_hired_enpaint_enkyu_hikarwa_hirahe_hiho_hikejri_ot_otise_hijail_enme_hidaalo_hipehle_hi_ot,1,1,1,1,,,
2072,hangama_hihai_hikyu_hibarpa_hi_otdaka_hito_hinahi_hidala_hi_otchori_hito_hinahi_hiki_hihai_hi_otghulamali_ot,1,1,1,1,,,
1401,chalo_higappe_himaarte_hihai_hideedi_hi,0,0,0,0,,,
3366,kesariya_hihai_hiroop_himharo_hi_otelaichi_hihai_hibelly_enbutton_enmharo_hi,1,1,1,1,,,
101,desh_hiki_hitragedy_enpe_hijoke_enbanane_hiwalo_hiko_hibhi_higoli_himaaro_hi,0,1,0,0,,,
957,ab_hidesh_hike_hivikas_hime_hisaath_hihoga_hibihar_higoodbyenitishkumar_ot,0,0,1,0,,,
2687,jhilmil_hisitaron_hika_hiaangan_hihoga_hitwitter_enpar_hibarasta_higaandupan_hihoga_hi_otirshad_ot,0,1,1,1,,,
3002,jo_hizada_hifriendship_enfriendship_enkarte_hihain_hi_otwohi_hiek_hidin_hiharamipan_hipe_hiutar_hiaate_hihain_hi_ot_otmk_engandhi_ot,1,1,1,1,,,
3136,friend1_hi_ot_otabe_hibhenchod_hisun_hi_ot_otfriend2_hi_ot_otsaima_hike_hipet_hime_hikoi_hibaat_hireyti_hihi_hinahi_hi_otsab_hibol_hideti_hihai_hi_ot_ottweetlikeapakistani_ot,0,1,1,1,,,
412,dr_enkumar_envishwas_hi_ot_otkoi_hideewana_hikehta_hihai_hi_otkoi_hipagal_hisamajhta_hihai_hi_ot_otaudience_en_otpic_hi_ottwitter_en_otcom xj8cl5lxw6_hi,1,1,1,1,,,
2176,yeh_hibhosdi_hike_hikumkum_hibhagya_hiwale_hikitna_hikheenchte_hihai_hi_ot,1,1,0,1,,,
192,ye_hihai_hiindia_enka_hityohaar_hi_otrt_enkrishna_otek_hitaraf_hipreity_hizinta_hika_hipyaar_hi_otdusri_hitaraf_hisachin_hika_hipyaar_hi_ot_otmivskxip_ot,0,1,1,1,,,
147,abhijit_himukherjee_hi_otramesh_hi_otabhijeet_hi_otsuresh_hi_otarnab_hi_otkhikhikhi_hi,0,1,1,1,,,
3417,sober_enka_hiphal_hiweekend_enhota_hihai_hi_ot,0,0,0,0,,,
1431,_ot_otsare_himoral_encourage_enka_hitheka_himodi_otne_hiliya_hihai_hikya_hi_ottum_hijo_hichor_hi_otuchakke_hilalu_otki_hibahon_hime_hijhool_hirahe_hiho_hi_otwhere_en_ots_hiur_himoral_encourage_en,0,1,0,1,,,
1423,aamir_hikhan_hiaamir_hikha_hiaamir_hikh_hiaamir_hik_hiaamir_hiaami_hiaam_hiaa_hia_enas_hiast_hiaste_hiastee_hiasteen_hiasteen_hik_hiasteen_hika_hiasteen_hika_his_hiasteen_hika_hisaap_hi,1,1,1,1,,,
2276,bjp_hilao_hi_otsaath_hime_hiaayegi_hibahaar_hibadliyesarkarbadliyebihar_ot,0,0,0,0,,,
708,lalumuktbihar_otis_hilike_enfafoond_himukt_hianchaar_hi,1,1,1,1,,,
2577,bihar_hime_hivikas_hilao_hi_otjaatiwaad_hidoor_hibhagao_himodijeetaonitishbhagao_ot,1,0,0,0,,,
546,teri_himaa_hika_hi_otuski_himaa_hika_hi_otsabki_himaa_hika_hi_otphone_enaaya_hi_ot,1,0,1,1,,,
902,gangs_enof_enwaseypur_hi3_otis_hicoming_en_otbhosadike_himadarcho_hi_otteri_hibehen_hiki_hi_otludo_en_otchuze_hi_otharaamkhor_hi_otgaand_hiphaad_hidebe_hiteri_hietc_en_otcan_en_ott_hiwait_en_ot,1,1,1,1,,,
254,kuchh_hilog_hito_hilagta_hihai_hiki_hiraat_hime_hitweet_enkarne_hike_hiliye_hi2_otbaje_hika_hialarm_enlaga_hike_hisote_hihain_hi_ot,1,1,1,1,,,
2928,kejri_otyogendra_hise_hipareshan_hi_otmodi_otyogi_ense_hipareshan_hi_otmusalman_hiyoga_ense_hipareshan_hi_ot,0,1,1,1,,,
51,agle_hijanam_himohe_hipakistani_enhi_hikeejo_hi_otrega_hijha_hi,0,0,0,0,,,
773,subah_hiki_hitatti_hiagar_hishaam_hiko_hiaaye_hitoh_hiusse_hiconstipation_enkehta_hihai_hi_ot,1,1,1,1,,,
2901,kejriwaldiwas_otpar_hisabko_hi2_ot_ot2_otladdoo_hiko_hijagah_hi2_ot_ot2_otplate_enrayta_himilega_hi,0,1,1,1,,,
2431,bhaari_hisankhya_himein_hivote_enkarein_hi_otaapke_hitl_enpar_hiwph_hihi_hinazar_hiaayega_hi,0,1,1,1,,,
618,_ot_ot_otfattimaayyy_himain_hitoh_hitumhare_hipyaar_himein_higum_enhogaya_hihu_hidp_endekh_hikar_hi_otbaaki_hideshwale_himatch_endekh_hirahe_hihai_hi_ot,0,1,1,1,,,
3101,gender_otaburu_hige_hibill_enge_hihimaayaiy_hihoadhaa_hijinsee_higoanaa_hikuraa_himeehun_hige_hianiyaa_hiah_enminister_enof_engender_enzimmaa_hinangavan_hijeheyne_hi_ot,0,0,0,0,,,
1921,ravish_hi_otdukaan_hiwale_hise_hibhaiya_hi6_otande_hi_ot2_otpacket_endoodh_hi_ot1_otbread_enaur_hiaadha_hikilo_enjaati_hisamikaran_hipack_enkar_hido_hifarzipatrakarravishkumar_ot,1,1,1,1,,,
67,haan_himodi_otji_hi_ot2_otlog_hiaaye_hihain_hi_otaapke_hitailor_enka_hipata_hipuch_hirahe_hithepic_hi_ottwitter_en_otcom ldynydppip_hi,1,1,1,1,,,
1996,ye_hiwali_hibhi_higayee_hihaath_hise_hi,0,0,0,0,,,
1367,ghar_himein_hibipasha_hibasu_hiki_hiphoto_enrakhne_hise_hibhoot_hibhag_hijate_hihai_hi_ot,1,1,1,1,,,
2648,main_hiapna_higender_enhi_hibhul_higayi_hitumse_hibaat_hikarte_hikarte_hiab_hi_ot_ot,0,0,0,0,,,
3224,yahan_hise_hipachas_hikos_hidoor_higaon_himein_hijab_hibachcha_hiraat_hiko_hirota_hihai_hi_ottoh_himaa_hikehti_hihai_hibete_hiso_enja_hinahi_hitoh_hiakshay_hikumar_enki_himovie_enlaga_hidungi_hi_ot,1,1,1,1,,,
2751,sir_en_otaap_hijanm_hise_hihi_hiidiot_enthe_hiya_hijournalism_enmein_hiaane_hike_hibaad_hi_ot,1,0,0,0,,,
1275,anpadh_hihone_hima_hiye_hinuksaan_hihai_hi_otumpire_ensamjha_hiraha_hihai_hibhai_hibat_hi_otpad_hihitting_enka_hispark_enhai_hisnicko_hime_hiand_enmisbah_hiis_hinot_engetting_enit_en_otlol_hi,1,1,1,1,,,
921,arre_hichutya_hirahul_ot_otidhar_hihu_himain_hiidhar_hikaha_hijaarela_hihai_hi_otpic_hi_ottwitter_en_otcom c4oigf0y3k_hi,1,1,1,0,,,
1800,bhai_hidekh_hi_otkaptaan_hihoga_hitu_hiapne_highar_hipe_hi_otwindow_enseat_enpe_hito_himain_hihi_hibaithunga_hiausvpakpic twitter com 8mj4oaylsn_ot,1,1,1,1,,,
1566,kamchor_hiinsan_hibeggar_enwajah_hike_hibheekh_himagta_hihai_hi_ot,0,1,0,0,,,
1215,vincent1986_otchal_hibhag_higawaar_hi_otmein_hibhi_hikah_hichali_higawaar_hiko_higender_ensikhane_hi_ot,0,0,0,0,,,
2627,loji_hiis_hiladki_hiko_higender_entak_hiki_hipehchan_hinahi_hihai_hiaur_hipagal_himujhko_hibata_hirahi_hihai_hi_othave_enu_hiever_engone_ento_hischool_en_oti_hiam_hidoctor_enanamika_hisen_en_ot,0,0,0,0,,,
969,soch_hiraha_hihun_hikis_hirate_enka_hipanauti_hihoga_hiquraishi_otusne_hibhand_hibaka_hiaur_hiindia_enko_hidusra_himedal_enmil_higaya_hiolympics_otrio2016_ot,0,0,0,0,,,
2822,desh_hiko_hijhand_hihone_hise_hijhanda_hibachaye_hi_otbas_hiyehi_hiek_hiupay_hi_ot,1,0,0,0,,,
3378,taare_hizameen_hipar_hi_otparthiv_hipatel_encricketfilms_ot,1,0,0,1,,,
2180,relationship_enstatus_en_otwo_hikya_hihota_hihai_hi_ot,1,0,0,0,,,
1928,aaj_hiitne_hipatakhe_hiphode_hiki_hiliberals_enke_hilag_hijaaye_hiloude_hinotevensorry_ot,0,1,1,1,,,
2481,dhoni_otto_hibangladesh_en_ot_otbura_hina_himaano_hiholi_hihai_hi_otindvsban_ot,0,1,1,1,,,
2492,ham_hisamjhenge_hinahi_hibhai_hifarhan_hi_otaaj_hito_hitu_hisach_hime_hipagal_hihai_hi_ot,0,1,1,1,,,
1480,dr_enkumar_en_otsabse_hipehle_hi_otvishwas_hicelebmiddlenames_ot,1,0,1,0,,,
1724,musibat_highode_hipe_hichadd_hike_hiaati_hihai_hi_otaur_hijaati_hipaidal_hihai_hi_othmm_hisidhu_hiji_hi_otthat_entotally_enmade_ensense_en_otrrvmi_ot,1,1,1,1,,,
3322,did_enarun_hilal_hisay_hi_ot_otye_hidekhiye_hibangladeshi_enplayer_enkhushi_hise_hiapne_hiandkosh_hitakra_hirahe_hihain_hi_ot,1,1,1,1,,,
2700,hamara_hineta_hikaisa_hiho_hi_otchota_hibheem_hijaisa_hiho_hi_otrt_en_ot_otnaarebaazi_hi_otat_enshri_hi_otrahul_otgandhi_ot_ots_hiroad_enshow_en_ot_ot_otpic twitter com eu48h7se9t_ot,1,1,1,1,,,
1023,arvind_otkejriwal_ot_otkya_hichal_hiraha_hihai_hi_otnarendra_otmodi_ot_otfogg_hichal_hiraha_hihai_hi_ot,1,1,1,1,,,
2046,and_en_otis_hiicchadhari_hichutiya_hi,0,0,0,0,,,
1985,_otisaliye_hiuper_hicaste_enke_hiliye_hiniche_hijahanam_hihain_hi_otwahan_hijao_hiaditya_hi_ottu_hito_hikisika_hinath_hinahin_hihoga_hi_otisliye_hiisake_hibad_hikhuko_hiadityanath_hina_hibolo_hi_ot,0,0,0,0,,,
2147,gurmeet_hiram_otrahim_hisingh_hiko_hidekh_hike_hihi_hihasi_hiaa_hijaati_hihai_hi_ot,1,1,1,1,,,
2074,kuch_hilog_hiindia_ense_hibahar_hijate_hihi_hitweet_enmein_hilocation_enon_enkar_hidete_hihain_hi_ot,0,1,1,1,,,
3406,tujhe_himirchi_hilagi_hito_himain_hikya_hikaru_hi_ot,0,0,0,0,,,
2937,suno_higaur_hise_hiduniya_hiwalo_hichahe_hijitna_himahal_hibana_hilo_hiuske_hiaage_higate_enlaga_hilo_hiuske_hiaage_hihonge_hihum_hinepali_enre_ot,1,1,1,1,,,
1706,woh_hikare_hipratighaat_hihum_hikare_hisirf_himan_hiki_hibaat_hisoniaammakeaagemodinikamma_ot,1,1,1,0,,,
3155,yaar_hiye_hibc_hizayn_himalik_hiaur_hiuske_hifans_enke_hiliye_hiek_hialag_hiplanet_enbanao_hi_otwaise_hihi_hisabka_himood_enkharaba_hihai_hiaaj_hi_otaur_hiupar_hise_hiye_hichutiya_hiaaye_hijaa_hiraha_hi_ot,1,1,1,1,,,
3131,uncle_enghar_hi_othai_hipaisa_hihai_higaadi_hi_otaap_hido_hijodon_himein_hiladki_hibhejo_hiladki_hihui_hihamaari_hi_otok_enbye_en,1,1,1,1,,,
1195,please_enstop_enmaking_enjokes_enon_ensalman_hikhan_hi_otbhai_hibola_hinahi_hichala_hiraha_hitha_higaadi_hito_hinahi_hichala_hiraha_hitha_hi_otbhairoxx_ot,0,1,1,1,,,
829,aise_hikaroge_hitoh_hihar_highar_hise_hiafzal_hikaise_hiniklega_hi_ot,0,0,0,0,,,
35,ab_hiki_hibaar_hi_otmaabetafarar_ot,1,0,0,0,,,
741,jisko_hijis_hiissue_enpar_hioutrage_enkarna_hihai_hikarne_hido_hi_ottunhara_hikaunsa_hiphuphi_hika_hikutta_himara_hija_hiraha_hihai_hi_ot,1,1,1,1,,,
1727,_otand_enalso_en_otsalman_hibhai_hika_hisaat_hisamandar_hipaar_hidance_enfrom_enkick_en_otbhai_hiki_hibaat_hihi_hiniraali_hihai_hi_ot,0,1,1,1,,,
605,duminy_hiko_hiipl_hinahi_hikhelni_hikya_hi_ot,0,0,0,0,,,
198,uth_hijaa_hibhai_hi_otlecture_enkhatam_hiho_higaya_hi_otpic_hi_ottwitter_en_otcom zxqtocy6dp_hi,1,0,1,0,,,
2996,misbah_hi_otul_hi_othaq_hiwants_ento_himake_enlove_en_otsings_en_ot_otmisbahon_hike_hidarmiyan_hi_otdo_hipyar_himil_hirahe_hihain_hi_ot_ot,1,1,1,1,,,
761,modi_ot_otab_hiye_hiwateronmars_otka_hichakkar_hikisne_hichalaya_himedia_enme_hiamit_hi_otpic_hi_ottwitter_en_otcom eyypsblj3i_hi,1,1,1,1,,,
2165,priye_hituzya_hipremaat_himi_enevdha_hipadloy_hiki_enzo_hikon_himadhe_hiaala_hityachi_hitar_enaaichi_hijai_hisanskarijamesbond_otmarathijamesbond_ot,1,1,1,0,,,
243,_otidhar_hipoora_higender_enchange_enhogaya_hibilal_hibhai_hiaap_hifriendzone_hibol_hirahe_hihain_hi,0,0,0,0,,,
1015,aaj_hiaustralians_ense_hizyada_hisledging_ento_hisoul_otkar_hirahi_hihai_hi_othahaha_hikeep_enit_enup_en,0,1,1,1,,,
3307,yograj_hiuncle_ense_hiphone_enkarao_hi_otshabnam_hiaunty_hike_hihath_hiki_hibiryani_hikhilao_hi_othazel_enbhabhi_hiki_hiphoto_endikhao_hi_otkuch_hito_hikarao_hikoi_hiyaar_hi_ot,1,1,1,1,,,
356,agar_hidil_hise_hiuchhaalo_hito_hipatthar_hise_hiasman_himein_hisurakh_hiho_hisakta_hihai_hi_ot_otphir_hito_higuptill_hike_highar_hitak_hibhi_hipahunch_hisakta_hihai_hi_ot,1,1,1,1,,,
933,the_hichaar_hilog_hiin_hi_otchaar_hilog_hikya_hikahenge_hi_ot_ot_otwhatgoogledoesntknow_ot,1,1,1,1,,,
313,holi_hikab_hihai_hi_otkab_hihai_hiholi_hi_otholyshitpic twitter com yn3ublpj2f_ot,0,0,0,0,,,
434,bhenchod_hiek_hivyapam_highotala_hikya_hiho_higaya_hi_otlog_hibhopal_enme_hishaadi_hinahi_hikarwa_hirahe_hiapni_hiladkiyo_hiki_hi_ot,1,1,1,1,,,
1268,dhoni_otne_hithoda_hiaur_hispeed_ense_hibat_hiswing_enkiya_hihota_hito_hiapni_hijagah_hise_hitake_enoff_enkar_hijate_hi_ot,1,1,1,1,,,
1051,bhencho_hibigg_hiboss_enko_hi9_otbaje_hikar_hido_hi_ot,0,0,0,0,,,
20,hey_hiairways_ottujhya_hibochyat_hikaandha_hibhajji_hiaani_hilasoon_hichutney_en_ot,1,1,1,1,,,
1512,pic1_hi_otmummy_endekho_himia_enkhalifa_hipic2_hi_otlagta_hihai_hiab_hiiski_hishaadi_hikarwani_hihi_hipadegi_hipic twitter com tfim3izfdl_ot,1,1,1,1,,,
714,says_otha_hiha_hi_otprize_enavail_enkarne_hike_hiliye_higender_enchange_enkarwana_hipadega_hi_ot_ot,0,0,0,0,,,
2729,dhoni_otmere_hibhai_hi_ottest_enmatch_ennahi_hihai_hiye_hi_ot,1,0,0,0,,,
3243,reporter_en_otaaptards_hike_hiliye_hikya_himessage_endena_hichahengi_hi_otanjali_hidamania_hi_otchullu_hibhar_hipani_hime_hidoob_hike_himarr_hijao_hinikammopic_hi_ottwitter_en_otcom 3hoo8u93ip_hi,1,1,1,1,,,
3315,sir_en_otjitni_hifikar_higujarat_enki_hikarte_hiho_hiuska_hi10_ot_otbhi_hidilli_hiki_hikaro_hito_hiaap_hika_hiad_hipe_hikharcha_hinahi_hikarna_hipadega_hi_ot,1,1,1,1,,,
1470,_otmujhe_hiviolence_ense_hibohot_hidard_hihoti_hihain_hifriend_en_ot,0,0,0,0,,,
633,_otagr_hi1_ot1_otkrk_hihar_hikoi_hicaste_en_otjati_hik_hinam_hipe_hiaarkshan_himangega_hito_hibrahmins_hika_hikya_hihoga_hi_otinme_hiv_hito_hipoor_enfamily_enk_hilog_hih_hiunka_hikya_hikasoor_hih_hi,0,0,0,0,,,
25,delhi_enmetro_enmein_hikhana_himana_hihai_hi_othilana_hinahi_hi_ot,1,0,1,1,,,
2894,tum_hitweet_enkaro_hiviolence_enko_hilekar_hi_ottumhare_hiko_hitwitter_ense_hitoh_hihataenge_hi_otjail_enbhi_hibhejenge_hi_ot,0,0,0,0,,,
2062,bangladesh_enko_hito_hihara_hidiya_hi_otab_hiaustralia_enke_hisaamne_hiaise_hikhelenge_hito_higaand_himaar_hilenge_hiwo_hilog_hi_ot,1,1,1,1,,,
2694,aaj_himein_hibohot_hikhush_hihu_hi_otpehli_hibaar_hisau_hika_hinote_hidikhaya_hibhaijaan_hine_hi_ottweetlikeapakistani_ot,1,1,1,1,,,
1653,bhenchod_hiyahan_higold_enflake_enkharidne_hike_hipaise_hinahi_hihai_hi_otaur_hilog_higold_enloan_enlelo_hike_himessages_enbhejte_hirehte_hihain_hi_ot,1,1,1,1,,,
1277,he_hi_otdhoop_hime_hinikla_hina_hikaro_hiroop_hiki_hirani_hi_otgora_hirang_hikala_hina_hipad_hijaaye_hi_otshe_en_otkyu_hikaali_hiho_hijaungi_hito_hipyaar_hinahi_hikarega_hikya_hi_otu_hiracist_enbastard_en_ot,1,1,1,1,,,
2767,acha_hihua_hibiryani_hifirst_eninnings_enke_hibaad_hihi_hikha_hili_hithi_hi,0,0,0,0,,,
